u_mag,g_mag,r_mag,i_mag,z_mag,cat
19.33886,17.767639,17.17046,16.924835,16.819921,star
20.022282,17.85667,16.970333,16.627058,16.42915,star
18.306187,16.33005,15.574272,15.291253,15.168028,star
18.69219,17.594883,17.142399,16.951569,16.840103,star
19.478527,17.6266,16.924679,16.6887,16.556276,star
19.741434,17.310911,16.111605,15.538992,15.17416,star
18.25246,16.72057,16.156559,15.981159,15.87757,star
20.127892,17.639441,16.331957,15.755632,15.460666,star
17.234444,15.967325,15.515945,15.425174,15.384918,star
19.007252,17.322212,16.648878,16.451447,16.353361,star
18.668669,17.280899,16.748798,16.558317,16.500479,star
17.811504,16.516167,16.030128,15.863729,15.804175,star
17.609583,16.095675,15.532887,15.30565,15.200969,star
18.853338,16.939116,16.185249,15.911318,15.780779,star
18.852604,17.325859,16.706182,16.469137,16.364813,star
18.677423,16.74411,15.978281,15.703728,15.569114,star
18.554119,17.713804,17.493975,17.411386,17.382822,star
19.300655,17.875433,17.294472,17.045876,16.915648,star
20.4636,17.88353,16.654938,16.194069,15.93176,star
19.1826,17.42915,16.690105,16.379135,16.23292,star
18.577818,16.650661,15.834942,15.525382,15.375592,star
18.623831,17.524662,17.038464,16.811132,16.706404,star
18.884111,16.532881,15.566581,15.225602,15.081487,star
18.673737,17.446146,17.043503,16.909376,16.899435,star
18.357647,17.428833,17.127043,17.024065,17.034447,star
19.230469,17.861938,17.384825,17.183758,17.121567,star
17.431219,16.09227,15.629148,15.446893,15.393941,star
19.358456,17.671444,17.085213,16.824135,16.759205,star
17.14237,16.090155,15.728577,15.557597,15.520356,star
18.472404,16.819181,16.14534,15.898209,15.817838,star
19.727724,17.411131,16.483244,16.119755,15.976102,star
17.174583,15.790082,15.280182,15.101966,15.035501,star
16.769604,15.610837,15.217789,15.068587,15.06913,star
18.619448,17.314907,16.793215,16.563108,16.480137,star
20.484032,17.880863,16.695345,16.187998,15.906677,star
17.947411,16.807526,16.397066,16.233757,16.196491,star
20.121107,17.755882,16.693596,16.257858,16.063669,star
20.578798,17.986443,16.668402,16.069635,15.769031,star
18.920055,17.704576,17.238144,17.049494,17.00943,star
18.75733,17.872576,17.554905,17.368826,17.316051,star
19.707233,17.997843,17.346441,17.104605,16.97575,star
19.040451,17.716038,17.255789,17.114252,17.04994,star
19.41725,17.279211,16.296745,15.903238,15.696353,star
18.123745,16.739435,16.200714,16.002888,15.882357,star
18.189026,16.248632,15.564895,15.338992,15.22939,star
17.766245,16.187063,15.601798,15.409247,15.341715,star
19.078529,17.652073,17.073572,16.796623,16.665262,star
20.198648,17.628077,16.568851,16.2006,16.015659,star
19.434629,17.310003,16.423418,16.105951,15.963915,star
17.377125,16.101606,15.646019,15.481718,15.406834,star
19.962776,17.798668,16.957479,16.636236,16.491634,star
19.545845,17.728867,17.015697,16.764919,16.601801,star
17.507645,15.978337,15.378558,15.204506,15.171774,star
17.744129,16.901516,16.730801,16.531761,16.37598,star
17.513577,16.423542,16.047781,15.885737,15.872694,star
17.332788,16.002085,15.606173,15.405245,15.292827,star
20.10675,17.782568,16.793591,16.457041,16.303087,star
20.019306,17.578762,16.619631,16.172846,15.818257,star
19.824072,17.671982,16.696959,16.235245,16.065247,star
18.385477,17.078922,16.610613,16.44693,16.384562,star
18.305723,17.157148,16.773405,16.609371,16.624687,star
17.371113,16.164324,15.723543,15.544572,15.515266,star
19.272266,17.602072,16.91474,16.710138,16.541914,star
18.517513,17.45269,16.979986,16.846109,16.767372,star
17.903078,16.675138,16.206404,16.109402,16.022312,star
19.850283,17.777725,16.9146,16.544525,16.388384,star
17.816305,16.600786,16.148571,15.966446,15.908048,star
17.700726,16.529581,16.103455,15.942306,15.919031,star
19.279177,17.155575,16.363346,16.045095,15.904411,star
17.753695,16.446526,16.025057,15.82161,15.752895,star
18.502544,17.044466,16.457256,16.237007,16.095175,star
19.246372,17.661448,17.054047,16.818399,16.671745,star
19.015106,17.526844,16.919083,16.649137,16.63657,star
18.540056,16.351023,15.471212,15.125975,15.039798,star
19.123974,17.831238,17.266209,17.066397,17.00971,star
17.228413,16.074387,15.753446,15.601814,15.561319,star
18.529009,16.827417,16.174519,15.886041,15.744422,star
17.176239,16.157396,15.952862,15.869258,15.880434,star
18.756489,17.795391,17.446484,17.327385,17.267097,star
16.904631,15.694947,15.238691,15.082141,15.017613,star
18.846275,17.344618,16.744616,16.479683,16.355515,star
18.791462,16.820766,16.015322,15.734256,15.526483,star
17.585358,16.485628,16.033966,15.909098,15.851103,star
18.321554,17.070486,16.61492,16.47098,16.424002,star
18.748043,16.437588,15.547599,15.279001,15.08731,star
18.75337,17.79545,17.503302,17.362768,17.408072,star
18.550541,16.894032,16.294191,16.067583,16.014421,star
19.068214,17.550711,16.90893,16.653919,16.557653,star
19.587421,17.839537,17.052517,16.721983,16.59955,star
17.541523,16.388277,15.950831,15.81433,15.832121,star
17.900734,16.260822,15.619295,15.403913,15.398501,star
19.94404,17.425493,16.232969,15.760354,15.581196,star
19.441196,17.195915,16.209778,15.887284,15.772407,star
17.247829,16.088156,15.63569,15.523994,15.493473,star
17.412855,16.090723,15.587169,15.438958,15.365839,star
18.586355,17.549124,17.177443,17.006081,16.945414,star
18.294762,17.033596,16.536909,16.347364,16.26886,star
18.605869,17.582554,17.249668,17.160048,17.138813,star
17.443964,15.996958,15.501041,15.391033,15.290217,star
18.493734,17.557484,17.186378,17.068356,16.96574,star
18.553579,17.697033,17.410566,17.343843,17.265656,star
20.454729,17.943981,16.631163,16.135406,15.768291,star
17.500519,16.267719,15.761568,15.550482,15.430219,star
18.471006,17.544218,17.212515,17.109404,17.064459,star
18.18928,17.24898,17.049589,16.980598,16.928192,star
18.642565,17.242508,16.808655,16.672718,16.582785,star
17.728878,16.413023,15.86873,15.635096,15.550264,star
18.597467,17.525738,17.195442,17.101786,17.063124,star
20.208166,17.636909,16.466475,16.011129,15.780176,star
19.062864,16.750666,15.774071,15.533936,15.340249,star
20.159628,17.666162,16.506153,16.105036,15.891126,star
20.314264,17.884422,16.744381,16.391375,16.144735,star
17.934021,16.524832,15.915257,15.705544,15.572437,star
19.469149,17.031845,15.985069,15.696111,15.524203,star
19.42663,17.772804,17.152559,16.947622,16.874763,star
20.169189,17.948416,16.986952,16.712061,16.528423,star
17.792723,16.631992,16.199554,16.045189,15.984825,star
17.347649,16.084621,15.644623,15.49964,15.445379,star
17.371582,16.113424,15.557168,15.344945,15.252479,star
19.513763,17.302437,16.468616,16.18746,15.99866,star
19.140827,17.239557,16.510036,16.285572,16.122471,star
18.409107,17.524019,17.302753,17.223906,17.181347,star
18.400017,16.425957,15.700768,15.434021,15.287674,star
18.656668,17.71134,17.405674,17.290281,17.251278,star
18.309975,17.021303,16.560413,16.379774,16.296158,star
18.170752,17.070627,16.724194,16.574924,16.53989,star
18.900282,17.379997,16.789032,16.572933,16.456888,star
19.461637,17.879963,17.293528,17.068041,16.949839,star
19.25346,17.85144,17.341509,17.139448,17.101191,star
17.032333,15.965456,15.671251,15.517204,15.546399,star
17.846806,16.180412,15.563741,15.328386,15.276525,star
18.809713,17.454542,16.957407,16.7792,16.783955,star
17.600508,16.455271,16.059727,15.924258,15.951678,star
18.144543,17.065926,16.616201,16.470766,16.509651,star
16.676016,15.639798,15.265857,15.180537,15.196198,star
18.807802,17.669252,17.26903,17.112841,17.054214,star
18.996765,17.329756,16.676559,16.374199,16.177828,star
18.303608,17.179203,16.742323,16.56917,16.496164,star
18.493521,16.708969,15.993134,15.733385,15.613631,star
18.787672,17.093685,16.463596,16.23632,16.096455,star
18.974018,16.923058,16.079811,15.751876,15.584748,star
19.000942,17.766167,17.227898,16.992176,16.8785,star
17.469687,16.185097,15.737487,15.598588,15.552403,star
19.530123,17.587776,16.749111,16.424538,16.336691,star
18.624685,17.652304,17.399588,17.265587,17.266333,star
18.578966,17.534191,17.196409,17.06465,17.048197,star
18.578718,17.055399,16.472721,16.273836,16.250305,star
19.955687,17.594387,16.503956,16.067455,15.861519,star
18.539299,17.450279,17.14661,16.914644,16.928267,star
18.834717,17.720095,17.349358,17.284695,17.227545,star
19.134653,17.995255,17.600569,17.51823,17.441395,star
18.899172,17.439117,16.933273,16.759798,16.724012,star
18.706196,17.693712,17.36894,17.225454,17.225956,star
17.14185,16.149914,15.847517,15.733335,15.711338,star
17.002005,15.658218,15.258888,15.116707,15.060794,star
18.550154,17.712799,17.453825,17.382545,17.33489,star
18.368923,17.174433,16.667873,16.506798,16.424168,star
18.341122,16.484276,15.782725,15.566125,15.493728,star
18.055866,16.300827,15.522532,15.332756,15.227915,star
18.42374,17.230915,16.793121,16.653095,16.618376,star
20.255056,17.940023,16.860483,16.410868,16.19095,star
17.452179,16.333538,15.958936,15.848996,15.799916,star
19.151999,17.599876,17.007065,16.818979,16.69211,star
18.374256,17.19504,16.686214,16.488424,16.385181,star
18.706806,16.774433,16.120789,15.936809,15.797037,star
18.687792,16.7304,16.010841,15.766354,15.652729,star
16.531553,15.507191,15.158587,15.022728,15.009892,star
18.486229,16.443094,15.598355,15.284723,15.079731,star
20.062567,17.424826,16.280344,15.839664,15.61261,star
19.897844,17.023676,16.268106,16.010735,15.900603,star
19.697783,17.762083,17.043392,16.755377,16.61924,star
18.785769,17.911757,17.626905,17.47563,17.428944,star
17.923887,16.821619,16.415895,16.249731,16.179415,star
19.898285,17.51005,16.470095,16.110975,15.887108,star
20.327658,17.736767,16.562616,16.113752,15.845205,star
17.42754,16.260427,15.886444,15.740046,15.696815,star
19.141733,17.995708,17.5828,17.417728,17.387415,star
20.167458,17.946249,16.925476,16.471197,16.242599,star
18.89814,17.895853,17.811628,17.839199,17.884405,star
18.775906,16.704134,15.930547,15.654723,15.498724,star
19.964811,17.433268,16.374983,15.960958,15.769423,star
18.11175,16.75445,16.267788,16.092508,16.054125,star
17.195061,15.875678,15.424356,15.179893,15.250408,star
19.464029,17.694668,16.994806,16.740435,16.631178,star
17.673153,16.312935,15.783804,15.601683,15.59443,star
18.997831,17.561382,17.003445,16.811821,16.76185,star
18.074306,16.878298,16.402924,16.229645,16.210543,star
20.000401,17.422728,16.28743,15.791462,15.547131,star
19.197397,17.47366,16.838062,16.596651,16.489531,star
17.707041,16.546204,16.038286,15.805861,15.715563,star
18.680182,17.004747,16.212397,15.91393,15.694906,star
18.110588,17.111532,16.770197,16.653141,16.57942,star
18.116821,16.108612,15.404904,15.148056,15.071088,star
18.840666,17.469004,16.924208,16.712252,16.708956,star
20.358274,17.923868,16.865644,16.454578,16.259295,star
18.512035,17.558947,17.225647,17.075436,17.145411,star
18.666855,17.462143,17.506901,17.611897,17.701359,star
18.461161,17.466785,17.053135,16.861364,16.80687,star
18.98081,17.388826,16.762569,16.505476,16.374744,star
17.690344,16.823515,16.44099,16.306904,16.249517,star
19.369068,17.722368,17.089622,16.864115,16.73761,star
18.100275,16.830877,16.337624,16.179131,16.107824,star
17.723167,16.089399,15.446366,15.225653,15.122612,star
18.715521,17.544189,17.119465,16.949425,16.891447,star
18.753244,17.534822,17.091496,16.922718,16.842861,star
16.957651,15.702851,15.273454,15.111732,15.049208,star
17.785366,16.827669,16.501801,16.368509,16.337725,star
18.752735,17.179321,16.587584,16.363457,16.260386,star
18.282175,17.307673,16.972208,16.842203,16.796253,star
17.66465,16.298676,15.871304,15.708566,15.655945,star
19.45525,17.14353,16.195477,15.844395,15.713742,star
19.515381,17.180676,16.121113,15.643688,15.404208,star
17.612345,16.657145,16.323643,16.139585,16.154428,star
20.102579,17.845886,16.867144,16.457878,16.310472,star
18.138237,16.907093,16.480005,16.357035,16.32284,star
16.819654,15.76158,15.36799,15.237277,15.260132,star
19.340145,17.0009,15.848631,15.317259,15.00379,star
19.796867,17.494495,16.330956,15.912519,15.655907,star
19.53664,17.522913,16.713461,16.483099,16.332108,star
17.932098,16.720631,16.296471,16.15819,16.155857,star
17.961344,16.702415,16.205629,16.082056,16.004942,star
20.44684,17.913015,16.616642,16.126471,15.798195,star
18.256359,16.714899,16.183359,15.970655,15.901607,star
19.286779,17.203033,16.382648,16.070345,15.926923,star
20.019964,17.64983,16.652861,16.263857,16.06794,star
20.07465,17.39629,16.072563,15.480209,15.177083,star
17.897522,16.714413,16.278204,16.107933,16.095156,star
19.782536,17.895502,17.21365,16.948088,16.845657,star
18.817656,16.944849,16.264624,16.02236,15.927384,star
18.011454,16.355398,15.683696,15.408237,15.291409,star
18.604404,16.96977,16.407377,16.229961,16.185547,star
16.859531,15.593916,15.176611,15.0281,15.029063,star
19.725052,17.802084,17.064529,16.796793,16.647903,star
17.670122,16.41585,15.993124,15.854746,15.833466,star
17.722721,16.308975,15.777807,15.595701,15.526816,star
19.342295,17.560289,16.863817,16.649303,16.507219,star
19.459635,17.151976,16.089468,15.676581,15.438894,star
19.939009,17.46386,16.16324,15.477516,15.098306,star
18.578323,17.46014,17.05162,16.923775,16.853098,star
18.626171,16.499964,15.603414,15.282171,15.075026,star
18.719963,17.260387,16.62439,16.386484,16.251993,star
18.311831,17.384464,17.099419,16.972712,16.955599,star
17.81916,16.894274,16.567099,16.438038,16.42277,star
17.664021,16.195436,15.653884,15.460332,15.400468,star
18.951193,17.766792,17.312143,17.135084,17.072029,star
17.011177,15.854901,15.461398,15.333004,15.274738,star
18.011505,16.629082,16.115789,15.937696,15.844627,star
19.833853,17.798815,16.898235,16.53554,16.34203,star
19.094805,17.406986,16.714909,16.407097,16.242167,star
17.869921,16.673323,16.211956,16.028334,15.954329,star
19.497288,17.776085,17.045546,16.765623,16.579741,star
16.763962,15.76796,15.38587,15.212763,15.137113,star
17.456038,16.04598,15.563949,15.37831,15.302718,star
17.760124,16.228731,15.493291,15.212503,15.018916,star
18.782795,16.830057,16.043837,15.775664,15.622041,star
18.831223,17.330519,16.823221,16.657166,16.587103,star
18.513201,17.40242,16.98427,16.83531,16.791229,star
16.474554,15.377598,15.408806,15.48289,15.552842,star
19.653925,17.428354,16.492174,16.134075,15.957773,star
17.463928,16.243664,15.793921,15.639544,15.621958,star
18.542555,17.47014,17.099327,16.975592,16.923481,star
18.512621,17.392004,16.964128,16.789587,16.759117,star
18.019537,16.947327,16.524529,16.404409,16.354065,star
18.625189,17.133688,16.562109,16.337816,16.27166,star
18.381113,17.214926,16.661535,16.424391,16.312498,star
18.914171,17.385902,16.752529,16.544882,16.43428,star
19.055119,17.719765,17.25659,16.95751,16.945362,star
19.808733,17.960297,17.219706,16.94194,16.788836,star
18.772217,17.608459,17.169083,17.01923,16.991776,star
17.706573,16.727644,16.420479,16.289646,16.245037,star
18.584244,16.292984,15.425996,15.122898,15.007779,star
16.434853,15.260304,15.489133,15.660155,15.797485,star
17.061584,15.960125,15.630286,15.50913,15.495635,star
17.171366,16.098467,15.831923,15.728663,15.744389,star
20.223312,17.50482,16.168982,15.512246,15.201407,star
20.493315,17.92852,16.843567,16.397505,16.182476,star
18.633684,17.7841,17.449545,17.354923,17.292635,star
18.951206,16.611456,15.707025,15.331566,15.127162,star
17.631197,16.201666,15.70828,15.556373,15.500669,star
19.187672,17.438381,16.802469,16.585421,16.460909,star
20.212973,17.841801,16.694595,16.239727,15.960505,star
18.462938,17.234034,16.795341,16.64954,16.58852,star
20.127014,17.917767,17.003017,16.671015,16.480717,star
18.843954,17.887699,17.502352,17.397093,17.313457,star
17.994795,16.832397,16.396936,16.285574,16.246201,star
17.58811,16.700798,16.489479,16.405664,16.353069,star
18.178333,16.950682,16.560501,16.395378,16.357645,star
19.114265,17.998116,17.602535,17.447495,17.399853,star
18.059851,16.592821,16.084154,15.979198,15.869491,star
19.27775,17.971333,17.547592,17.392206,17.331808,star
17.87196,16.572916,16.045996,15.916161,15.816973,star
19.487982,17.543678,16.791958,16.621397,16.434515,star
18.837097,17.738785,17.312304,17.073097,17.013926,star
19.147263,16.752319,15.649217,15.286137,15.047672,star
17.735018,16.60261,16.201597,16.122032,16.084152,star
19.059172,16.790483,15.821692,15.554951,15.350273,star
17.268997,16.194731,15.95628,15.959866,15.901382,star
20.27952,17.970041,16.8172,16.441031,16.187105,star
17.983835,17.027246,16.699059,16.594429,16.549715,star
18.320892,17.069826,16.596977,16.446943,16.409836,star
19.364883,17.586489,16.841761,16.61496,16.489635,star
18.094164,16.867563,16.406408,16.372059,16.22822,star
17.701971,16.079468,15.493343,15.386559,15.218416,star
17.736086,16.521299,16.056749,15.954741,15.808741,star
16.605963,15.665662,15.371497,15.335835,15.333597,star
19.220194,16.920546,15.941947,15.603079,15.382648,star
18.087172,16.232193,15.529601,15.335835,15.237924,star
17.88199,16.868183,16.646002,16.60416,16.602154,star
18.128107,16.909546,16.437962,16.286301,16.278917,star
18.769579,17.703276,17.180214,16.992619,16.960476,star
